Year, Category, Country, Commodity, Amount
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Gross rent, fuel & power",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","House furnishing & operations",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Medical care",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Other",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Recreation",0.02
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Transport & communication",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Food, beverages & tobacco",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Norway","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Norway","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Food, beverages & tobacco",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Gross rent, fuel & power",0.18
1996,"Distribution of additional $1 income across broad consumption groups","Oman","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Medical care",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Other",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Recreation",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Oman","Transport & communication",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Food, beverages & tobacco",0.35
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Gross rent, fuel & power",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Medical care",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Other",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Recreation",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Pakistan","Transport & communication",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Food, beverages & tobacco",0.33
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Medical care",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Other",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Recreation",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Paraguay","Transport & communication",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Food, beverages & tobacco",0.25
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Gross rent, fuel & power",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Peru","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Peru","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Philippines","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Philippines","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Philippines","Food, beverages & tobacco",0.26
1996,"Distribution of additional $1 income across broad consumption groups","Philippines","Gross rent, fuel & power",0.15
